,Food,Food: Vegetables & Fruits,"Food: Fish, Seafood & Preparations",Food: Meat & Meat Preparations,"Food: Coffee, Tea, Spices & Manufactures",BeveragesTobacco (BT),BT: Beverages,BT: Tobacco & Manufactures,Crude Materials (CM),CM: Metalliferous Ores & Metal Scrap,CM: Crude Rubber,CM: Crude Minerals & Fertilisers,CM: Crude Vegetable & Animal Materials,Mineral Fuels,Mineral Fuels: Petroleum & Pdt & Related Materials,Mineral Fuels: Petroleum,Mineral Fuels: Coal: Coke,Mineral Fuels: Gas,AnimalVegetable Oils (AV),AV: Animal or Vegetable Fats & Oils Nes,AV: Fixed Vegetables Fats & Oils,ChemicalsChemical Products (CH),CH: Medicinal & Pharmaceutical Products,CH: Organic Chemicals,CH: Plastics in Primary Forms,CH: Plastics in Non-primary Forms ,CH: Essential Oils & Resinoids & Perfume Materials,Manufactured Goods (MG),MG: Iron & Steels,MG: Metal Manufactures,MG: Non-ferrous Metals,MG: Non-metallic Mineral Manufactures,MG: Paper & Paperboard ,MG: Rubber Manufactures,MG: Textile Manufactures,MachineryTransport Equipment (MT),MT: Office & Automatic Data-processing Machines ,MT: Telecommunications & Reproducing Apparatus & Equip ,MT: Electrical Machinery Apparatus & Appliances Nes ,MT: Electronics Valves,MT: Parts for Office & DP Machines,MT: Communication Equipment,MT: Electrical Machinery,MT: Electrical Circuit Apparatus,Miscellaneous Manufactured Articles (MM),MM: Disc Media Products & Plastic Articles,MM: Scientific Instruments & Apparatus,"MM: Photographic Supplies, Watches & Optical Goods",MM: Articles of Apparel & Clothing Accessories ,MM: Footwear,Miscellaneous Manufactured Articles Nes,Miscellaneous Transactions Nes,(DC)MT: Data Processing Machines
May-02,454.693,90.173,71.33,57.386,53.478,125.45,76.348,49.102,122.751,11.341,23.21,35.124,16.707,2008.951,2008.782,2008.782,0.042,0.141,30.234,0.962,28.569,1159.342,132.274,258.56,186.276,67.817,134.433,1408.201,246.745,281.246,287.262,194.598,114.561,63.123,180.045,10252.416,1583.988,1494.862,4843.178,3749.4,1294.1,774.1,364.2,440.4,1565.31,553.896,324.208,308.343,245.826,30.177,553.896,359.859,677.8
Jun-02,417.753,88.054,71.952,49.016,38.04,127.299,67.404,59.895,115.885,23.21,17.535,26.764,17.141,2568.646,2566.786,2566.786,0.337,1.55,27.548,0.908,25.96,1081.951,118.997,213.217,189.743,67.26,123.584,1300.502,212.488,260.838,277.418,166.454,108.78,67.097,172.45,10806.357,1579.045,1350.683,4851.844,3761.2,1195.7,697.4,362.6,435.6,1542.71,456.975,354.664,341.027,261.033,30.501,456.975,301.621,747.2
Jul-02,448.348,97.219,76.429,49.945,39.434,164.904,85.901,79.003,111.833,15.309,18.272,21.058,17.175,2426.997,2426.486,2426.486,0.138,0.385,30.711,0.942,28.726,1156.932,123.573,241.146,178.626,76.012,131.998,1370.844,272.02,279.575,228.455,183.79,120.246,66.686,177.944,10830.863,1583.51,1493.36,4870.096,3770.8,1283.4,824.4,382,461.7,1712.584,491.737,370.227,358.852,343.016,38.41,491.737,414.691,648.5
Aug-02,436.654,93.179,77.47,51.83,39.173,139.64,70.721,68.919,110.528,14.136,20.242,24.963,16.352,2341.456,2340.877,2340.877,0.277,0.333,32.942,0.764,31.342,1149.054,122.912,246.878,179.259,71.339,122.86,1323.866,280.971,271.524,207.283,166.442,117.043,73.16,163.396,10517.556,1518.82,1421.811,4905.417,3854.8,1305.8,773.8,337.5,432.8,1611.402,451.523,341.329,334.303,343.6,37.927,451.523,561.469,588.9
Sep-02,425.469,84.449,68.365,44.703,49.338,146.211,78.008,68.204,117.009,21.173,31.862,13.023,19.143,2321.511,2318.443,2318.443,0.417,2.7,30.424,0.48,29.153,1050.987,114.819,221.68,172.422,69.105,120.169,1191.644,239.92,257.647,180.414,158.184,98.512,64.075,154.371,9859.558,1575.263,1405.291,4727.933,3712.2,1332.3,753.5,346.3,411.5,1518.872,448.447,355.921,298.323,294.843,28.302,448.447,386.143,624
Oct-02,453.937,88.968,80.234,51.104,52.055,149.921,77.936,71.985,118.114,28.969,20.302,16.153,18.886,2693.529,2686.15,2686.15,0.424,6.96,38.044,0.464,36.815,1164.384,140.322,249.185,163.9,69.409,133.866,1339.933,283.75,286.75,168.537,202.817,114.211,73.478,166.01,10947.814,1673.119,1541.219,4840.497,3780.7,1455.6,818.2,381.3,417,1663.824,523.749,376.592,319.649,302.931,35.942,523.749,346.161,669.3
Nov-02,462.263,95.17,78.084,52.774,59.703,148.824,83.887,64.937,110.397,14.942,36.577,10.6,18.128,2459.403,2457.5,2457.5,0.383,1.584,31.357,0.399,29.541,1113.801,114.147,249.064,147.287,71.145,132.358,1278.443,252.155,288.151,210.405,189.074,101.442,60.505,141.243,10090.02,1644.746,1392.723,4762.052,3775.8,1414.2,742,341,403.5,1590.163,513.098,322.62,317.717,286.879,37.18,513.098,406.06,617.1
Dec-02,466.224,94.559,90.54,54.917,53.474,145.614,78.885,66.729,110.386,15.807,36.419,12.495,19.824,2226.712,2222.898,2222.898,0.249,3.753,30.853,0.538,28.865,1211.738,109.56,358.258,159.502,63.529,120.404,1167.359,226.276,281.136,168.985,160.402,99.57,62.826,135.675,9736.744,1627.159,1320.949,4538.537,3582.7,1392,707.2,335.8,379.8,1554.411,480.286,314.327,317.658,284.89,41.593,480.286,370.838,611.2
Jan-03,567.211,120.768,99.086,59.945,82.345,147.15,62.416,84.734,138.228,12.759,36.37,27.077,26.299,3062.403,3060.418,3060.418,0.514,1.472,36.449,0.4,34.211,1189.139,118.413,270.105,168.862,69.95,136.62,1333.867,254.556,284.319,220.049,207.954,122.33,65.131,132.358,9974.807,1993.686,1054.522,4664.509,3606,1289.3,729,324.5,351.7,1665.054,612.661,308.488,273.86,306.504,43.306,612.661,424.788,508.8
Feb-03,428.088,74.162,71.248,46.231,57.68,137.708,57.61,80.099,126.925,18.663,42.268,19.627,16.657,2717.888,2716.752,2716.752,0.024,1.112,34.437,0.66,32.61,1155.309,121.237,294.506,166.116,59.853,122.769,1080.876,205.488,254.174,166.668,143.342,100.189,60.296,110.25,9705.606,1693.296,910.578,4438.654,3426,1106,645,313,323,1427.026,519.906,337.004,267.421,197.233,29.951,519.906,348.936,439
Mar-03,501.569,95.299,84.685,53.856,71.893,123.641,75.299,48.342,147.987,16.145,36.192,27.77,24.643,3104.54,3101.974,3101.974,0.1,2.479,39.448,0.601,37.665,1291.641,177.377,288.114,177.279,68.246,154.911,1343.614,249.532,318.95,193.044,177.605,123.299,69.151,163.939,11845.617,2165.594,1160.274,5177.488,3991.9,1393,792.2,378.4,389.4,1686.678,542.915,454.159,287.79,247.669,45.811,542.915,357.07,628.4
Apr-03,481.521,98.007,78.381,54.786,68.196,129.065,76.214,52.851,161.157,23.168,46.929,28.653,23.939,2484.959,2481.418,2481.418,0.31,3.25,35.579,0.563,34.043,1398.483,136.709,355.228,182.902,76.476,165.235,1455.635,279.665,297.208,282.353,170.506,133.989,80.425,166.747,11139.05,1978.79,1149.706,4849.92,3626.4,1323.2,784.1,408.5,391.4,1592.554,499.907,400.396,288.998,264.028,39.252,499.907,446.985,536.9
May-03,494.47,95.947,83.033,51.124,68.356,130.193,62.429,67.763,141.061,19.395,32.072,30.919,20.933,2105.363,2102.521,2102.521,0.43,2.412,36.159,0.675,34.829,1274.139,118.734,321.445,177.298,70.376,148.333,1344.806,289.081,305.545,183.518,166.768,131.309,69.929,155.632,10656.627,1885.465,1203.667,5262.28,3950,1195.3,848,370.6,404.3,1598.379,511.736,403.402,271.956,285.188,35.583,511.736,354.78,541.8
Jun-03,470.06,97.059,82.876,48.435,56.707,132.199,63.929,68.27,128.983,18.391,27.175,28.531,17.246,3466.593,3464.844,3464.844,0.146,1.603,34.195,0.734,32.409,1232.898,104.718,341.83,173.875,68.128,134.121,1370.019,300.91,294.644,189.905,179.9,135.378,73.678,152.55,11003.014,1937.683,1197.837,5147.78,3829.4,1143.3,864.1,372.8,403.9,1623.658,490.348,392.092,262.577,336.474,40.324,490.348,311.957,644.6
Jul-03,520.015,97.742,97.175,52.27,83.915,112.896,66.417,46.478,158.591,27.842,32.19,28.881,23.381,2234.898,2233.012,2233.012,0.389,1.501,34.371,0.693,33.261,1340.056,108.391,352.537,204.806,80.431,147.975,1438.531,294.673,306.832,201.024,205.647,126.246,82.933,172.072,11725.299,2109.57,1329.723,5501.757,4106,1265.7,961.1,418.5,471.6,1812.002,601.737,393.466,272.956,393.547,45.653,601.737,455.844,687.1
Aug-03,486.314,98.95,88.114,54.213,58.915,148.632,98.895,49.737,131.708,12.326,26.71,33.686,24.311,2131.822,2131.248,2131.248,0.359,0.214,37.464,1.416,33.769,1230.878,122.744,320.448,169.132,74.824,144.215,1334.435,270.928,280.285,206.152,180.333,124.201,74.262,156.373,11918.815,2106.171,1295.259,5430.402,4136.2,1249.9,937.7,397.1,455,1757.544,590.449,399.521,273.329,352.354,39.012,590.449,356.736,666.2
Sep-03,486.87,90.731,88.724,51.843,64.649,149.264,88.006,61.259,131.356,10.028,29.653,30.192,22.6,2566.499,2564.152,2564.152,0.197,2.173,40.429,0.87,39.107,1293.352,99.871,369.361,174.213,78.111,136.174,1340.48,244.099,293.51,193.298,199.063,124.184,78.1,164.46,12398.939,2415.528,1416.746,5809.345,4357.4,1441.6,1010.9,451.7,491.3,1849.391,679.045,417.735,277.333,332.758,36.524,679.045,373.694,714.6
Oct-03,539.172,94.946,93.403,66.633,77.385,167.208,98.261,68.946,147.359,24.171,26.149,30.68,23.512,2666.106,2663.399,2663.399,0.544,2.166,32.72,0.746,31.478,1408.825,103.222,392.786,194.851,84.612,166.757,1461.934,301.114,313.7,218.47,210.776,130.434,77.764,168.462,13432.948,2578.299,1509.011,6024.089,4464.5,1632.4,1086.2,513.3,514.1,2013.972,703.582,491.064,351.433,314.341,36.796,703.582,376.921,688.1
Nov-03,523.84,92.686,96.245,62.226,77.535,173.501,103.878,69.623,150.283,17.931,40.607,30.513,22.521,2393.319,2390.899,2390.899,0.331,2.098,27.929,0.695,26.745,1248.183,119.442,318.421,173.919,85.629,138.193,1268.587,251.156,286.775,193.97,180.365,110.513,73.72,131.215,12112.927,2388.848,1430.006,5670.462,4330.1,1498,1033.5,432.1,447.3,1860.849,580.26,511.436,326.335,284.43,40.764,580.26,318.172,663.6
Dec-03,583.34,97.781,121.02,70.633,71.159,175.798,118.5,57.298,166.318,31.808,43.5,28.481,24.174,2933.089,2930.406,2930.406,0.251,2.447,39.354,0.66,38.023,1382.712,128.671,345.263,206.617,82.239,162.542,1476.665,316.795,320.742,229.659,192.251,129.791,80.572,159.561,13104.345,2574.613,1600.99,6025.2,4599.7,1551.8,1188,443.5,477.1,2124.544,701.093,571.626,333.089,331.074,50.913,701.093,383.793,799
Jan-04,508.092,97.431,94.019,55.149,77.017,135.85,63.165,72.685,147.532,20.413,42.823,28.262,20.086,2742.443,2741.722,2741.722,0.541,0.18,40.984,1.023,38.189,1246.354,100.581,323.427,180.686,70.296,137.533,1335.647,327.725,268.602,213.502,180.508,110.933,61.102,132.339,12794.827,2206.508,1383.867,5768.887,4470.8,1390.6,1049.5,412.4,442.6,1757.886,604.195,447.362,256.776,300.939,45.536,604.195,325.534,589.6
Feb-04,447.36,75.304,81.083,46.313,65.653,171.474,83.174,88.3,195.301,22.158,83.917,32.488,19.825,2703.394,2702.902,2702.902,0.406,0.1,35.337,0.455,34.634,1386.424,124.566,427.817,198.35,79.909,142.12,1317.991,295.646,275.119,243.57,165.544,112.489,71.822,111.886,12020.817,2105.405,1488.869,5860.699,4569.3,1285.8,1140.9,413.1,432.2,1716.131,554.016,553.781,284.558,202.832,39.431,554.016,341.138,631.4
Mar-04,508.894,94.105,88.912,57.67,61.984,152.894,97.896,54.998,170.176,29.419,47.649,31.678,21.027,3699.155,3697.773,3697.773,0.779,0.603,46.805,0.821,45.279,1524.699,140.156,405.177,223.307,88.539,171.365,1630.775,400.259,325.596,235.449,223.733,137.067,91.351,166.633,14801.358,2430.419,1716.792,6689.737,5192.4,1451,1316.7,472.5,503,2217.956,715.761,690.205,361.575,287.409,44.469,715.761,461.603,777.7
Apr-04,534.777,86.813,99.524,57.768,64.067,150.658,82.037,68.621,173.668,36.11,45.791,31.563,22.748,3078.65,3076.384,3076.384,1.092,1.174,43.179,0.968,41.608,1520.504,119.368,441.523,216.174,84.525,173.567,1645.794,436.472,339.651,248.155,192.366,129.582,82.511,167.27,14458.025,2247.832,1639.114,6589.181,5075.9,1415.7,1250.8,513.6,500.6,2048.643,636.113,695.461,298.843,264.237,44.51,636.113,449.939,627.1
May-04,524.289,94.269,99.04,57.971,61.154,152.847,106.653,46.194,159.37,37.935,30.805,34.248,22.921,3803.096,3801.105,3801.105,0.476,1.517,39.646,0.693,38.513,1576.561,138.013,488.667,199.557,82.767,184.259,1635.03,424.623,330.816,253.051,208.443,138.814,77.028,155.162,14011.556,2143.082,1706.2,6727.995,5239.3,1316.9,1339.2,499.8,496.5,2107.026,713.557,607.932,311.856,308.435,41.868,713.557,457.967,641.6
Jun-04,524.558,90.446,109.41,54.097,61.672,183.968,135.316,48.651,159.825,30.136,32.331,32.693,21.87,3548.916,3547.371,3547.371,0.105,1.44,39.077,1.185,36.917,1471.291,124.928,379.2,229.424,90.767,167.693,1708.086,392.195,351.302,336.362,191.619,139.841,87.406,163.04,14634.022,2303.847,1888.746,6870.419,5301.1,1348.4,1460.3,469.7,515.3,2175.014,663.242,669.564,342.891,336.525,47.643,663.242,400.725,774.8
Jul-04,561.041,101.686,103.165,59.16,78.57,149.984,89.575,60.41,156.24,28.273,30.57,34.602,22.584,3844.596,3843.076,3843.076,0.245,1.276,41.912,0.633,39.556,1640.088,117.926,486.73,259.813,86.006,178.259,1770.595,377.391,348.153,380.204,222.232,141.246,84.677,167.952,15805.637,2429.22,1767.905,6943.111,5330.8,1448.9,1322.7,528.6,552.2,2270.612,668.508,677.815,346.905,404.003,53.701,668.508,407.1,769.8
Aug-04,516.363,92.292,109.116,53.067,57.859,156.617,108.094,48.524,161.983,21.294,40.308,37.189,22.422,3715.061,3714.766,3714.766,0.186,0.12,41.674,0.725,39.608,1630.479,145.413,505.683,239.561,87.666,176.526,1669.259,377.639,344.03,325.068,201.262,131.089,77.757,166.488,14884.88,2417.902,1734.387,6953.265,5356.9,1499.4,1277.9,496.3,522.7,2202.041,698.351,647.924,318.09,363.331,54.113,698.351,397.234,713.5
Sep-04,537.465,97.155,119.779,63.346,56.517,185.072,123.589,61.483,186.474,31.725,46.952,41.985,24.157,3843.996,3841.593,3841.593,0.471,1.932,42.326,0.524,40.702,1580.577,120.367,483.69,236.097,96.481,194.027,1863.991,399.516,355.483,441.422,241.592,123.024,82.195,165.121,14769.791,2627.186,1895.653,6971.535,5485.849,1774.882,1598.66,562.989,605.133,2206.501,681.089,645.757,373.489,348.352,47.117,681.089,304.468,868.947
Oct-04,577.519,93.586,108.235,62.98,75.391,171.048,115.63,55.418,160.335,28.699,38.522,37.76,23.455,4864.233,4863.709,4863.709,0.448,0.077,45.141,1.747,42.293,1672.314,143.974,588.35,225.455,91.11,175.211,1808.406,408.061,434.126,332.834,237.858,128.094,80.395,139.697,14560.352,2608.064,1857.327,7071.029,5591.72,1832.384,1543.208,539.286,626.843,2178.913,700.712,615.207,360.082,319.54,40.409,700.712,400.422,794.389
Nov-04,554.872,93.803,109.088,67.974,64.413,169.967,113.932,56.035,158.843,29.269,49.847,27.674,18.829,4339.887,4339.022,4339.022,0.676,0.19,37.456,13.9,22.682,1650.874,132.388,520.692,225.786,90.339,181.805,1834.322,488.159,360.375,333.594,274.328,121.011,83.782,128.032,13810.419,2449.121,1896.084,6560.497,5171.645,1754.925,1614.069,497.194,592.167,2058.108,636.737,581.913,357.94,312.534,38.247,636.737,279.639,698.823
Dec-04,601.389,98.894,115.693,71.553,82.813,209.619,128.129,81.49,179.629,35.501,55.081,35.637,19.707,3449.291,3448.019,3448.019,0.445,0.827,40.904,18.75,20.189,1574.39,172.832,480.728,210.241,91.723,193.078,2026.079,493.636,377.94,426.293,320.418,133.597,92.552,138.397,14715.996,2712.646,1927.554,6834.754,5397.423,1934.488,1633.387,525.698,571.306,2144.648,679.275,633.675,322.158,335.579,39.649,679.275,357.422,776.822
Jan-05,595.073,110.128,118.185,61.733,63.444,157.324,95.817,61.507,169.848,30.309,46.734,30.824,27.1,5041.186,5040.886,5040.886,0.201,0.1,41.24,16.527,23.414,1507.702,158.788,531.514,210.897,74.116,167.092,1739.652,464.158,334.502,271.463,301.268,126.493,69.487,125.735,13427.363,2325.419,1704.649,6571.846,5255.63,1706.764,1452.89,459.505,526.253,1859.272,627.635,524.264,276.335,279.445,36.612,627.635,406.76,629.496
Feb-05,444.88,70.586,81.371,45.024,56.331,137.216,89.689,47.527,137.044,25.829,42.611,24.817,18.791,3178.302,3176.948,3176.948,0.749,0.607,29.702,13.719,14.217,1424.918,146.04,507.7,183.557,64.169,162.942,1515.543,368.107,303.631,254.454,273.839,106.851,73.012,104.645,12620.315,2084.405,1477.856,5807.966,4605.683,1492.163,1214.005,420.429,470.903,1600.97,545.178,517.997,256.649,173.045,24.719,545.178,311.961,597.4
Mar-05,552.525,91.468,101.546,62.349,60.026,152.026,100.135,51.891,173.152,30.336,47.77,39.098,24.653,5230.499,5228.392,5228.392,0.448,1.66,44.446,18.048,24.588,1719.243,180.048,547.122,252.862,89.189,201.054,2271.954,542.105,379.132,487.204,448.665,144.699,83.753,142.788,15525.057,2729.506,2031.836,7063.698,5564.08,1909.504,1673.182,518.803,584.9,2050.955,747.676,606.931,319.131,213.953,37.921,747.676,458.828,834.674
Apr-05,516.109,90.991,87.736,55.919,54.678,141.779,92.908,48.871,192.712,24.011,48.387,56.223,26.156,4246.521,4245.758,4245.758,0.566,0.217,36.594,14.812,19.736,1845.369,193.827,596.459,226.418,88.641,209.717,2072.583,565.918,372.378,375.136,338.557,138.573,85.074,148.937,15031.046,2653.877,1786.412,6796.298,5232.163,1916.331,1489.745,547.53,601.398,2146.021,761.385,655.956,340.955,220.976,38.769,761.385,429.444,769.041
May-05,537.098,94.477,96.889,53.516,56.027,159.786,108.598,51.188,170.336,34.463,45.443,31.701,23.006,4903.018,4901.64,4901.64,0.162,1.216,35.006,10.117,24.131,1641.844,168.571,472.786,216.352,85.606,187.716,2074.646,450.273,361.308,328.982,508.025,143.329,84.63,154.49,14140.571,2497.291,1626.482,6782.195,5249.832,1833.056,1359.439,504.771,598.666,2071.675,735.549,632.205,306.104,229.957,38.211,735.549,469.352,673.862
Jun-05,583.595,97.653,112.167,64.833,62.712,171.956,119.425,52.532,167.787,28.399,48.345,31.769,20.705,5053.553,5053.207,5053.207,0.242,0.128,37.374,13.3,22.741,1582.849,176.533,381.382,234.592,88.51,202.881,2397.094,572.612,415.081,406.184,556.184,149.008,83.921,169.438,15181.671,2717.817,1674.409,7177.763,5602.043,1888.284,1414.419,579.86,646.076,2371.494,843.622,751.37,353.971,246.591,41.032,843.622,455.957,845.337
Jul-05,566.859,101.447,105.831,65.4,64.806,162.377,107.648,54.73,203.461,22.33,51.256,58.632,25.099,5067.065,5066.582,5066.582,0.16,0.324,33.993,12.096,20.257,1615.65,232.031,414.462,204.693,86.071,191.567,2325.231,581.827,422.298,338.919,566.914,131.815,88.406,150.723,15317.267,2651.272,1690.634,7336.223,5797.441,1883.699,1438.983,560.308,613.818,2251.54,768.829,677.416,324.832,293.017,47.457,768.829,399.583,773.425
Aug-05,559.598,100.348,96.523,66.753,65.714,276.28,206.94,69.339,204.034,31.606,55.455,50.75,22.785,5034.259,5033.591,5033.591,0.282,0.443,34.102,4.937,27.77,1964.737,455.227,523.364,216.041,94.345,187.959,2319.622,499.723,429.522,428.384,532.632,133.153,89.546,162.566,16519.092,2937.89,1727.232,7719.557,6111.6,2098.1,1452,608.3,644.2,2358.396,737.612,730.686,327.385,376.935,42.742,737.612,369.042,850.9
Sep-05,573.269,96.646,103.782,69.085,61.9,220.957,168.58,52.376,201.29,32.147,40.254,57.633,26.816,5121.766,5121.057,5121.057,0.535,0.186,34.629,1.253,32.02,1691.976,240.914,462.017,204.258,91.327,191.321,2162.273,502.038,424.307,333.686,496.823,130.886,86.802,145.598,16405.549,3012.202,1801.396,8084.39,6517.8,2095.2,1442.5,580.2,637.7,2476.877,800.804,744.006,356.393,391.555,48.233,800.804,424.13,937.3
Oct-05,572.327,101.797,100.833,68.538,65.68,187.563,126.249,61.314,169.034,23.174,48.66,34.917,21.79,5750.75,5749.883,5749.883,0.669,0.198,39.315,8.086,29.666,2265.184,228.113,960.702,252.36,100.043,187.556,2238.364,452.807,439.288,410.385,518.858,137.011,96.736,140.122,17902.786,3047.512,2097.488,8592.422,6597.5,2212.9,1734.2,929.3,660.6,2443.611,750.753,751.879,354.364,378.682,48.878,750.753,506.366,875.2
Nov-05,563.948,92.362,107.439,65.722,66.104,202.919,145.014,57.906,213.8,35.211,46.415,72.328,23.922,5223.497,5223.327,5223.327,0.212,0.065,32.535,11.752,19.663,1825.258,242.365,497.733,251.708,96.934,192.164,1823.884,460.918,400.292,333.003,223.363,131.526,100.321,133.173,16255.65,2720.496,2073.538,7949.535,6362.2,1926.9,1758.1,568.7,636.8,2369,762.524,696.354,387.239,329.745,50.049,762.524,674.155,805
Dec-05,615.841,110.928,126.951,69.506,64.624,220.246,161.285,58.961,186.644,27.863,67.445,28.154,25.203,5294.781,5291.125,5291.125,0.878,2.778,38.56,16.678,20.623,1731.36,236.455,464.124,243.076,96.694,206.74,2055.779,532.585,425.005,450.742,207.222,135.082,106.07,151.786,17571.908,2785.473,2585.529,8383.007,6597.8,1893.9,2212,650.3,743.7,2515.495,721.926,772.196,406.198,416.993,46.722,721.926,538.046,909
Jan-06,545.371,102.027,93.3,64.306,57.008,195.031,128.751,66.28,206.357,28.009,49.034,68.109,23.598,5181.732,4933.47,4933.47,0.194,248.1,32.97,14.466,17.916,1619.677,224.603,437.207,218.03,78.071,169.816,1801.831,472.058,380.003,403.566,177.583,121.619,95.088,114.124,15139.386,2642.897,2012.966,7343.98,5889.4,1843.6,1755.7,520.7,589.3,2025.503,607.647,596.17,290.342,361.021,43.203,607.647,628.031,817.1
Feb-06,476.709,77.706,80.805,63.99,51.829,152.277,106.76,45.517,196.708,28.835,64.639,46.816,20.246,6675.273,6393.051,6393.051,0.102,282.12,36.904,16.334,19.637,1662.432,187.375,448.834,219.553,81.176,181.457,1930.2,411.518,366.004,582.125,200.588,130.035,98.959,111.739,16162.517,2432.671,1945.365,7709.052,6244.7,1640.8,1662.8,540.2,592.7,2047.963,604.206,716.28,332.528,249.942,35.555,604.206,596.641,816.1
Mar-06,567.427,98.751,90.041,66.875,64.51,144.017,103.135,40.881,228.614,25.871,70.859,63.995,22.347,5379.51,5091.96,5091.96,0.203,287.348,37.611,17.327,19.133,2053.782,186.022,551.945,244.731,97.916,223.261,2217.541,499.065,443.805,583.893,240.626,145.713,113.773,140.84,17776.027,2631.315,2331.355,8744.348,6865.4,1690.1,2023.7,695.1,773.8,2449.993,742.338,835.816,392.112,282.145,55.051,742.338,661.279,955.5
Apr-06,525.155,90.916,96.736,65.862,58.091,131.725,93.448,38.277,227.399,30.551,53.385,75.505,22.707,5148.571,4814.222,4814.222,0.342,334.01,35.565,16.074,17.876,1873.184,206.404,538.459,267.221,93.71,209.968,2048.154,466.571,433.292,495.38,219.865,140.686,106.863,145.542,16437.546,2569.088,1980.494,8002.606,6402.4,1748.9,1704.7,620.8,617.7,2134.735,672.216,682.538,342.55,267.356,40.825,672.216,765.003,832.8
May-06,570.402,96.606,106.572,66.454,67.018,180.667,137.81,42.858,242.729,29.474,59.138,90.376,21.669,7321.251,7002.591,7002.591,0.302,318.358,37.569,19.458,17.082,1748.286,216.55,465.624,237.57,92.9,208.267,2360.65,523.141,444.373,735.407,227.672,137.048,95.662,154.377,16944.955,2292.298,2089.396,8360.36,6757.1,1569.1,1795.4,596.6,631.3,2277.01,684.597,719.562,349.964,334.887,41.472,684.597,944.321,747.1
Jun-06,572.896,100.405,94.163,62.302,61.322,197.048,142.263,54.785,225.242,46.958,72.735,38.316,23.536,6944.285,6609.52,6609.52,0.203,334.563,36.761,19.887,15.831,1799.427,230.282,430.008,258.725,94.427,212.404,2946.924,638.231,471.831,1112.631,246,153.715,108.567,163.868,18024.672,2385.536,2003.752,9102.803,7467.8,1588.6,1714.8,618.7,647.5,2397.37,715.084,728.02,377.427,380.303,56.665,715.084,633.774,819.7
Jul-06,568.316,101.42,95.74,62.333,81.842,194.821,147.26,47.561,218.931,40.082,63.162,52.334,23.519,7504.561,7188.023,7188.023,0.033,316.506,41.175,19.874,20.404,1991.798,227.942,580.959,268.037,100.487,208.22,2398.913,608.984,489.181,572.541,237.342,142.408,131.889,163.011,17200.012,2491.809,2088.511,8170.733,6483.3,1643.2,1824.5,641.4,664,2448.102,713.665,745.485,386.784,412.364,46.711,713.665,588.585,877.9
Aug-06,604.883,103.68,101.255,67.24,80.321,245.518,183.855,61.663,273.129,88.475,66.602,43.112,27.259,8110.533,7790.254,7790.254,0.293,320.011,42.072,23.297,18.313,1986.709,235.43,564.93,264.707,98.898,202.825,2441.285,668.958,426.16,650.397,221.202,144.369,111.693,170.88,17435.024,2719,2155.682,8466.822,6781.6,1695,1891.9,653.4,656.6,2378.773,734.088,701.942,343.162,402.022,47.991,734.088,645.476,1033.3
Sep-06,589.706,96.918,104.277,63.265,83.57,210.808,156.541,54.267,199.645,48.158,47.358,38.568,24.004,6654.867,6331.785,6331.785,0.273,322.818,42.218,24.532,17.078,2063.535,196.722,642.849,247.548,95.807,195.165,2385.326,624.796,475.453,566.862,248.515,156.657,116.061,151.174,17507.672,2649.426,2473.264,8310.964,6584.5,1685.1,2156.2,658.7,676,2392.384,772.802,712.265,364.314,357.541,47.802,772.802,772.054,1008.1
Oct-06,584.906,97.839,93.455,68.279,78.817,217.27,169.59,47.68,201.671,42.931,55.723,38.546,24.013,5257.1,4971.094,4971.094,0.24,285.766,40.737,23.43,16.661,1914.06,238.882,564.142,254.681,97.13,198.081,2382.787,620.732,464.279,597.573,242.847,137.714,117.294,145.769,17329.233,2585.84,2247.817,8268.831,6591.3,1641.2,1960,653.4,664.4,2362.074,774.145,708.51,367.574,315.043,42.123,774.145,778.941,968.4
